LED_0,LED_1,LED_2,LED_3,LED_4,LED_5,LED_6,LED_7,LED_8,LED_9,LED_10,LED_11,t
"11,0,0","3,0,0","1,0,0","2,0,0","0,11,0","0,13,0","0,10,0","0,10,0","0,0,11","0,0,8","0,0,5","0,0,5",196.55
"11,0,0","3,0,0","1,0,0","2,0,0","0,10,0","0,15,0","0,10,0","0,13,0","0,0,10","0,0,8","0,0,5","0,0,4",196.56666666666666
"10,0,0","4,0,0","1,0,0","2,0,0","0,9,0","0,12,0","0,12,0","0,12,0","0,0,10","0,0,8","0,0,5","0,0,5",196.58333333333334
"10,0,0","4,0,0","1,0,0","2,0,0","0,10,0","0,13,0","0,14,0","0,14,0","0,0,10","0,0,9","0,0,7","0,0,6",196.6
"9,0,0","4,0,0","0,0,0","3,0,0","0,14,0","0,14,0","0,18,0","0,14,0","0,0,11","0,0,9","0,0,7","0,0,7",196.61666666666667
"9,0,0","4,0,0","0,0,0","2,0,0","0,15,0","0,16,0","0,21,0","0,13,0","0,0,12","0,0,8","0,0,6","0,0,7",196.63333333333333
"10,0,0","4,0,0","0,0,0","2,0,0","0,12,0","0,14,0","0,19,0","0,13,0","0,0,11","0,0,8","0,0,6","0,0,6",196.65
"13,0,0","3,0,0","1,0,0","2,0,0","0,12,0","0,11,0","0,19,0","0,10,0","0,0,10","0,0,8","0,0,7","0,0,6",196.66666666666666
"12,0,0","3,0,0","0,0,0","2,0,0","0,10,0","0,10,0","0,17,0","0,10,0","0,0,10","0,0,9","0,0,7","0,0,5",196.68333333333334
"10,0,0","2,0,0","0,0,0","1,0,0","0,10,0","0,12,0","0,15,0","0,8,0","0,0,10","0,0,8","0,0,6","0,0,5",196.7
"12,0,0","4,0,0","1,0,0","2,0,0","0,9,0","0,14,0","0,13,0","0,7,0","0,0,10","0,0,7","0,0,6","0,0,5",196.71666666666667
"11,0,0","4,0,0","1,0,0","3,0,0","0,16,0","0,16,0","0,15,0","0,10,0","0,0,13","0,0,9","0,0,9","0,0,7",196.73333333333332
"9,0,0","3,0,0","3,0,0","2,0,0","0,19,0","0,18,0","0,14,0","0,15,0","0,0,15","0,0,12","0,0,10","0,0,7",196.75
"7,0,0","2,0,0","3,0,0","2,0,0","0,17,0","0,16,0","0,19,0","0,13,0","0,0,15","0,0,11","0,0,9","0,0,7",196.76666666666668
"7,0,0","3,0,0","3,0,0","3,0,0","0,14,0","0,15,0","0,21,0","0,13,0","0,0,14","0,0,11","0,0,10","0,0,6",196.78333333333333
"6,0,0","3,0,0","3,0,0","2,0,0","0,12,0","0,14,0","0,18,0","0,13,0","0,0,13","0,0,10","0,0,9","0,0,6",196.8
"5,0,0","2,0,0","3,0,0","2,0,0","0,10,0","0,13,0","0,18,0","0,12,0","0,0,12","0,0,9","0,0,8","0,0,6",196.81666666666666
"4,0,0","3,0,0","2,0,0","2,0,0","0,12,0","0,12,0","0,19,0","0,12,0","0,0,11","0,0,9","0,0,8","0,0,5",196.83333333333334
"7,0,0","3,0,0","2,0,0","3,0,0","0,15,0","0,14,0","0,18,0","0,12,0","0,0,12","0,0,8","0,0,8","0,0,5",196.85
"6,0,0","2,0,0","2,0,0","3,0,0","0,17,0","0,16,0","0,22,0","0,11,0","0,0,11","0,0,8","0,0,7","0,0,5",196.86666666666667
"6,0,0","3,0,0","3,0,0","4,0,0","0,16,0","0,20,0","0,19,0","0,14,0","0,0,10","0,0,8","0,0,7","0,0,5",196.88333333333333
"5,0,0","3,0,0","2,0,0","3,0,0","0,16,0","0,20,0","0,17,0","0,15,0","0,0,10","0,0,7","0,0,7","0,0,4",196.9
"4,0,0","2,0,0","2,0,0","3,0,0","0,16,0","0,19,0","0,21,0","0,12,0","0,0,11","0,0,7","0,0,7","0,0,4",196.91666666666666
"4,0,0","2,0,0","1,0,0","2,0,0","0,14,0","0,19,0","0,19,0","0,13,0","0,0,11","0,0,6","0,0,6","0,0,4",196.93333333333334
"4,0,0","2,0,0","2,0,0","2,0,0","0,14,0","0,16,0","0,17,0","0,13,0","0,0,11","0,0,6","0,0,7","0,0,4",196.95
"3,0,0","2,0,0","1,0,0","2,0,0","0,14,0","0,17,0","0,17,0","0,13,0","0,0,11","0,0,7","0,0,7","0,0,4",196.96666666666667
"6,0,0","2,0,0","1,0,0","1,0,0","0,13,0","0,22,0","0,18,0","0,14,0","0,0,12","0,0,9","0,0,9","0,0,6",196.98333333333332
"6,0,0","2,0,0","2,0,0","1,0,0","0,14,0","0,23,0","0,20,0","0,15,0","0,0,12","0,0,9","0,0,9","0,0,7",197.0
"5,0,0","2,0,0","1,0,0","1,0,0","0,13,0","0,22,0","0,19,0","0,15,0","0,0,11","0,0,9","0,0,9","0,0,7",197.01666666666668
"4,0,0","1,0,0","1,0,0","1,0,0","0,10,0","0,19,0","0,16,0","0,14,0","0,0,11","0,0,8","0,0,9","0,0,7",197.03333333333333
"3,0,0","2,0,0","1,0,0","1,0,0","0,11,0","0,17,0","0,17,0","0,14,0","0,0,11","0,0,7","0,0,8","0,0,6",197.05
"6,0,0","2,0,0","1,0,0","1,0,0","0,10,0","0,17,0","0,16,0","0,12,0","0,0,12","0,0,7","0,0,7","0,0,6",197.06666666666666
"6,0,0","2,0,0","1,0,0","2,0,0","0,10,0","0,17,0","0,21,0","0,12,0","0,0,11","0,0,7","0,0,7","0,0,5",197.08333333333334
"6,0,0","3,0,0","2,0,0","3,0,0","0,11,0","0,16,0","0,20,0","0,12,0","0,0,12","0,0,8","0,0,8","0,0,6",197.1
"5,0,0","2,0,0","1,0,0","2,0,0","0,13,0","0,20,0","0,19,0","0,11,0","0,0,12","0,0,9","0,0,8","0,0,6",197.11666666666667
"4,0,0","3,0,0","1,0,0","2,0,0","0,12,0","0,21,0","0,19,0","0,10,0","0,0,11","0,0,8","0,0,9","0,0,6",197.13333333333333
"5,0,0","4,0,0","1,0,0","2,0,0","0,12,0","0,19,0","0,17,0","0,10,0","0,0,12","0,0,8","0,0,8","0,0,6",197.15
"4,0,0","4,0,0","1,0,0","1,0,0","0,11,0","0,20,0","0,16,0","0,9,0","0,0,12","0,0,9","0,0,8","0,0,5",197.16666666666666
"3,0,0","3,0,0","1,0,0","1,0,0","0,13,0","0,19,0","0,16,0","0,9,0","0,0,12","0,0,8","0,0,7","0,0,5",197.18333333333334
"4,0,0","2,0,0","1,0,0","1,0,0","0,16,0","0,22,0","0,15,0","0,12,0","0,0,12","0,0,8","0,0,7","0,0,4",197.2
"4,0,0","2,0,0","1,0,0","1,0,0","0,16,0","0,21,0","0,13,0","0,13,0","0,0,12","0,0,9","0,0,6","0,0,4",197.21666666666667
"6,0,0","3,0,0","1,0,0","1,0,0","0,21,0","0,19,0","0,14,0","0,13,0","0,0,13","0,0,10","0,0,7","0,0,4",197.23333333333332
"5,0,0","3,0,0","1,0,0","1,0,0","0,21,0","0,21,0","0,12,0","0,12,0","0,0,14","0,0,10","0,0,7","0,0,4",197.25
"4,0,0","2,0,0","1,0,0","1,0,0","0,19,0","0,19,0","0,11,0","0,12,0","0,0,12","0,0,9","0,0,6","0,0,5",197.26666666666668
"3,0,0","2,0,0","0,0,0","1,0,0","0,17,0","0,23,0","0,13,0","0,13,0","0,0,12","0,0,8","0,0,6","0,0,5",197.28333333333333
"4,0,0","2,0,0","1,0,0","1,0,0","0,19,0","0,20,0","0,11,0","0,11,0","0,0,12","0,0,8","0,0,5","0,0,4",197.3
"5,0,0","2,0,0","1,0,0","1,0,0","0,17,0","0,17,0","0,11,0","0,10,0","0,0,11","0,0,7","0,0,5","0,0,4",197.31666666666666
"4,0,0","2,0,0","1,0,0","1,0,0","0,15,0","0,15,0","0,10,0","0,10,0","0,0,10","0,0,6","0,0,5","0,0,4",197.33333333333334
"10,0,0","2,0,0","1,0,0","2,0,0","0,13,0","0,16,0","0,12,0","0,10,0","0,0,13","0,0,10","0,0,10","0,0,7",197.35
"13,0,0","5,0,0","1,0,0","2,0,0","0,12,0","0,20,0","0,17,0","0,11,0","0,0,14","0,0,13","0,0,12","0,0,9",197.36666666666667
"11,0,0","4,0,0","1,0,0","1,0,0","0,11,0","0,17,0","0,15,0","0,11,0","0,0,14","0,0,12","0,0,11","0,0,8",197.38333333333333
"9,0,0","4,0,0","1,0,0","1,0,0","0,11,0","0,17,0","0,14,0","0,11,0","0,0,14","0,0,12","0,0,11","0,0,7",197.4
"7,0,0","3,0,0","1,0,0","2,0,0","0,10,0","0,16,0","0,13,0","0,10,0","0,0,13","0,0,11","0,0,11","0,0,7",197.41666666666666
"7,0,0","2,0,0","1,0,0","2,0,0","0,11,0","0,15,0","0,15,0","0,9,0","0,0,12","0,0,11","0,0,10","0,0,6",197.43333333333334
"5,0,0","2,0,0","1,0,0","2,0,0","0,11,0","0,13,0","0,13,0","0,10,0","0,0,11","0,0,9","0,0,9","0,0,6",197.45
"5,0,0","3,0,0","1,0,0","2,0,0","0,11,0","0,13,0","0,13,0","0,9,0","0,0,11","0,0,9","0,0,8","0,0,6",197.46666666666667
"6,0,0","4,0,0","1,0,0","2,0,0","0,10,0","0,14,0","0,13,0","0,9,0","0,0,12","0,0,9","0,0,9","0,0,6",197.48333333333332
"5,0,0","3,0,0","2,0,0","3,0,0","0,12,0","0,15,0","0,12,0","0,9,0","0,0,12","0,0,9","0,0,9","0,0,6",197.5
"4,0,0","3,0,0","1,0,0","3,0,0","0,12,0","0,14,0","0,17,0","0,8,0","0,0,11","0,0,10","0,0,9","0,0,6",197.51666666666668
"5,0,0","2,0,0","1,0,0","2,0,0","0,11,0","0,15,0","0,18,0","0,8,0","0,0,11","0,0,10","0,0,8","0,0,6",197.53333333333333
"4,0,0","2,0,0","1,0,0","2,0,0","0,9,0","0,14,0","0,17,0","0,9,0","0,0,10","0,0,8","0,0,7","0,0,5",197.55
"4,0,0","1,0,0","1,0,0","2,0,0","0,10,0","0,13,0","0,14,0","0,10,0","0,0,9","0,0,8","0,0,7","0,0,5",197.56666666666666
"5,0,0","2,0,0","1,0,0","2,0,0","0,10,0","0,12,0","0,15,0","0,9,0","0,0,10","0,0,7","0,0,7","0,0,4",197.58333333333334
"5,0,0","2,0,0","2,0,0","2,0,0","0,8,0","0,12,0","0,15,0","0,11,0","0,0,12","0,0,8","0,0,6","0,0,4",197.6
"5,0,0","2,0,0","1,0,0","1,0,0","0,9,0","0,11,0","0,15,0","0,10,0","0,0,11","0,0,8","0,0,7","0,0,5",197.61666666666667
"4,0,0","2,0,0","1,0,0","1,0,0","0,10,0","0,12,0","0,17,0","0,10,0","0,0,10","0,0,9","0,0,8","0,0,5",197.63333333333333
"5,0,0","2,0,0","1,0,0","2,0,0","0,11,0","0,10,0","0,15,0","0,9,0","0,0,10","0,0,8","0,0,7","0,0,5",197.65
"6,0,0","1,0,0","1,0,0","2,0,0","0,10,0","0,10,0","0,13,0","0,9,0","0,0,12","0,0,9","0,0,7","0,0,4",197.66666666666666
"6,0,0","1,0,0","0,0,0","2,0,0","0,10,0","0,9,0","0,11,0","0,8,0","0,0,15","0,0,9","0,0,6","0,0,5",197.68333333333334
"6,0,0","1,0,0","0,0,0","2,0,0","0,10,0","0,9,0","0,13,0","0,7,0","0,0,15","0,0,10","0,0,6","0,0,6",197.7
"7,0,0","1,0,0","0,0,0","2,0,0","0,11,0","0,9,0","0,14,0","0,8,0","0,0,15","0,0,10","0,0,6","0,0,6",197.71666666666667
"9,0,0","3,0,0","0,0,0","1,0,0","0,14,0","0,13,0","0,17,0","0,10,0","0,0,16","0,0,14","0,0,9","0,0,11",197.73333333333332
"7,0,0","5,0,0","0,0,0","1,0,0","0,13,0","0,14,0","0,21,0","0,15,0","0,0,18","0,0,15","0,0,11","0,0,12",197.75
"6,0,0","4,0,0","0,0,0","1,0,0","0,12,0","0,15,0","0,18,0","0,17,0","0,0,17","0,0,16","0,0,11","0,0,13",197.76666666666668
"5,0,0","3,0,0","0,0,0","1,0,0","0,12,0","0,15,0","0,19,0","0,15,0","0,0,16","0,0,15","0,0,11","0,0,12",197.78333333333333
"4,0,0","3,0,0","0,0,0","1,0,0","0,9,0","0,14,0","0,16,0","0,19,0","0,0,16","0,0,15","0,0,11","0,0,13",197.8
"4,0,0","2,0,0","0,0,0","2,0,0","0,9,0","0,16,0","0,15,0","0,18,0","0,0,15","0,0,13","0,0,9","0,0,12",197.81666666666666
"5,0,0","2,0,0","0,0,0","1,0,0","0,8,0","0,16,0","0,17,0","0,17,0","0,0,15","0,0,12","0,0,10","0,0,12",197.83333333333334
"4,0,0","2,0,0","0,0,0","1,0,0","0,9,0","0,16,0","0,20,0","0,16,0","0,0,15","0,0,12","0,0,9","0,0,11",197.85
"5,0,0","2,0,0","0,0,0","1,0,0","0,10,0","0,14,0","0,19,0","0,18,0","0,0,15","0,0,13","0,0,11","0,0,12",197.86666666666667
"5,0,0","2,0,0","0,0,0","2,0,0","0,12,0","0,12,0","0,19,0","0,20,0","0,0,14","0,0,12","0,0,11","0,0,12",197.88333333333333
"4,0,0","2,0,0","0,0,0","1,0,0","0,11,0","0,11,0","0,16,0","0,19,0","0,0,15","0,0,11","0,0,12","0,0,11",197.9
"5,0,0","2,0,0","0,0,0","1,0,0","0,11,0","0,11,0","0,16,0","0,16,0","0,0,13","0,0,10","0,0,10","0,0,10",197.91666666666666
"4,0,0","1,0,0","0,0,0","1,0,0","0,9,0","0,11,0","0,15,0","0,14,0","0,0,12","0,0,9","0,0,10","0,0,9",197.93333333333334
"3,0,0","1,0,0","0,0,0","1,0,0","0,9,0","0,11,0","0,13,0","0,12,0","0,0,11","0,0,9","0,0,9","0,0,8",197.95
"2,0,0","1,0,0","0,0,0","1,0,0","0,11,0","0,10,0","0,12,0","0,15,0","0,0,11","0,0,9","0,0,9","0,0,8",197.96666666666667
"8,0,0","4,0,0","2,0,0","1,0,0","0,13,0","0,13,0","0,13,0","0,15,0","0,0,11","0,0,9","0,0,10","0,0,8",197.98333333333332
"7,0,0","3,0,0","1,0,0","1,0,0","0,12,0","0,14,0","0,11,0","0,15,0","0,0,10","0,0,10","0,0,10","0,0,10",198.0
"6,0,0","3,0,0","1,0,0","1,0,0","0,12,0","0,13,0","0,10,0","0,14,0","0,0,10","0,0,9","0,0,12","0,0,12",198.01666666666668
"6,0,0","2,0,0","1,0,0","1,0,0","0,11,0","0,14,0","0,12,0","0,15,0","0,0,12","0,0,9","0,0,10","0,0,11",198.03333333333333
"6,0,0","2,0,0","1,0,0","0,0,0","0,10,0","0,15,0","0,19,0","0,15,0","0,0,15","0,0,11","0,0,11","0,0,12",198.05
"5,0,0","2,0,0","0,0,0","0,0,0","0,10,0","0,14,0","0,17,0","0,16,0","0,0,15","0,0,11","0,0,10","0,0,10",198.06666666666666
"4,0,0","1,0,0","0,0,0","1,0,0","0,8,0","0,14,0","0,14,0","0,14,0","0,0,14","0,0,10","0,0,9","0,0,9",198.08333333333334
"3,0,0","1,0,0","1,0,0","1,0,0","0,9,0","0,16,0","0,13,0","0,13,0","0,0,14","0,0,11","0,0,9","0,0,10",198.1
"5,0,0","2,0,0","1,0,0","1,0,0","0,9,0","0,22,0","0,14,0","0,14,0","0,0,13","0,0,11","0,0,11","0,0,11",198.11666666666667
"4,0,0","2,0,0","1,0,0","1,0,0","0,10,0","0,25,0","0,13,0","0,13,0","0,0,13","0,0,15","0,0,12","0,0,12",198.13333333333333
"4,0,0","1,0,0","0,0,0","1,0,0","0,10,0","0,21,0","0,13,0","0,13,0","0,0,12","0,0,13","0,0,11","0,0,11",198.15
"5,0,0","1,0,0","0,0,0","1,0,0","0,9,0","0,20,0","0,15,0","0,13,0","0,0,12","0,0,12","0,0,11","0,0,12",198.16666666666666
"4,0,0","1,0,0","0,0,0","1,0,0","0,9,0","0,18,0","0,14,0","0,15,0","0,0,12","0,0,12","0,0,11","0,0,11",198.18333333333334
"3,0,0","1,0,0","0,0,0","1,0,0","0,8,0","0,17,0","0,14,0","0,14,0","0,0,13","0,0,12","0,0,9","0,0,10",198.2
"3,0,0","1,0,0","0,0,0","1,0,0","0,8,0","0,16,0","0,13,0","0,13,0","0,0,12","0,0,11","0,0,9","0,0,9",198.21666666666667
"7,0,0","3,0,0","2,0,0","1,0,0","0,10,0","0,16,0","0,17,0","0,12,0","0,0,13","0,0,12","0,0,10","0,0,10",198.23333333333332
"6,0,0","2,0,0","1,0,0","0,0,0","0,10,0","0,15,0","0,18,0","0,13,0","0,0,12","0,0,12","0,0,11","0,0,9",198.25
"5,0,0","2,0,0","1,0,0","0,0,0","0,10,0","0,14,0","0,14,0","0,13,0","0,0,12","0,0,11","0,0,11","0,0,8",198.26666666666668
"4,0,0","2,0,0","1,0,0","0,0,0","0,10,0","0,14,0","0,13,0","0,11,0","0,0,12","0,0,11","0,0,10","0,0,8",198.28333333333333
"4,0,0","1,0,0","1,0,0","1,0,0","0,9,0","0,12,0","0,11,0","0,10,0","0,0,11","0,0,10","0,0,10","0,0,7",198.3
"3,0,0","1,0,0","0,0,0","0,0,0","0,8,0","0,11,0","0,11,0","0,8,0","0,0,10","0,0,9","0,0,8","0,0,6",198.31666666666666
"3,0,0","1,0,0","0,0,0","1,0,0","0,8,0","0,14,0","0,10,0","0,8,0","0,0,10","0,0,8","0,0,7","0,0,6",198.33333333333334
"8,0,0","2,0,0","1,0,0","1,0,0","0,9,0","0,14,0","0,9,0","0,7,0","0,0,9","0,0,7","0,0,7","0,0,5",198.35
"13,0,0","2,0,0","0,0,0","1,0,0","0,10,0","0,15,0","0,9,0","0,8,0","0,0,8","0,0,7","0,0,7","0,0,5",198.36666666666667
"10,0,0","2,0,0","1,0,0","2,0,0","0,9,0","0,15,0","0,8,0","0,8,0","0,0,8","0,0,7","0,0,7","0,0,5",198.38333333333333
"9,0,0","2,0,0","1,0,0","2,0,0","0,9,0","0,13,0","0,8,0","0,9,0","0,0,9","0,0,6","0,0,7","0,0,4",198.4
"7,0,0","2,0,0","0,0,0","2,0,0","0,10,0","0,17,0","0,7,0","0,8,0","0,0,10","0,0,6","0,0,6","0,0,4",198.41666666666666
"6,0,0","1,0,0","0,0,0","3,0,0","0,11,0","0,18,0","0,11,0","0,10,0","0,0,11","0,0,6","0,0,5","0,0,3",198.43333333333334
"5,0,0","1,0,0","0,0,0","3,0,0","0,11,0","0,17,0","0,9,0","0,9,0","0,0,10","0,0,6","0,0,5","0,0,3",198.45
"5,0,0","1,0,0","0,0,0","2,0,0","0,12,0","0,17,0","0,10,0","0,9,0","0,0,10","0,0,5","0,0,4","0,0,3",198.46666666666667
"6,0,0","2,0,0","1,0,0","2,0,0","0,12,0","0,17,0","0,9,0","0,13,0","0,0,10","0,0,6","0,0,6","0,0,4",198.48333333333332
"5,0,0","1,0,0","1,0,0","2,0,0","0,13,0","0,16,0","0,9,0","0,11,0","0,0,10","0,0,6","0,0,6","0,0,4",198.5
"5,0,0","2,0,0","0,0,0","2,0,0","0,11,0","0,15,0","0,9,0","0,12,0","0,0,10","0,0,6","0,0,6","0,0,4",198.51666666666668
"4,0,0","1,0,0","1,0,0","2,0,0","0,10,0","0,14,0","0,8,0","0,11,0","0,0,10","0,0,5","0,0,5","0,0,3",198.53333333333333
"6,0,0","1,0,0","1,0,0","2,0,0","0,9,0","0,14,0","0,8,0","0,11,0","0,0,10","0,0,5","0,0,5","0,0,3",198.55
"5,0,0","1,0,0","1,0,0","2,0,0","0,8,0","0,12,0","0,10,0","0,9,0","0,0,8","0,0,5","0,0,5","0,0,3",198.56666666666666
"4,0,0","1,0,0","1,0,0","2,0,0","0,7,0","0,11,0","0,11,0","0,8,0","0,0,8","0,0,5","0,0,4","0,0,3",198.58333333333334
"4,0,0","1,0,0","1,0,0","2,0,0","0,8,0","0,11,0","0,11,0","0,8,0","0,0,8","0,0,5","0,0,5","0,0,3",198.6
"4,0,0","1,0,0","1,0,0","2,0,0","0,8,0","0,10,0","0,10,0","0,8,0","0,0,9","0,0,6","0,0,5","0,0,3",198.61666666666667
"4,0,0","1,0,0","1,0,0","2,0,0","0,10,0","0,9,0","0,11,0","0,7,0","0,0,9","0,0,6","0,0,5","0,0,3",198.63333333333333
"3,0,0","1,0,0","0,0,0","3,0,0","0,9,0","0,8,0","0,12,0","0,8,0","0,0,10","0,0,6","0,0,5","0,0,3",198.65
"3,0,0","1,0,0","1,0,0","2,0,0","0,10,0","0,10,0","0,11,0","0,8,0","0,0,9","0,0,6","0,0,5","0,0,3",198.66666666666666
"2,0,0","1,0,0","1,0,0","2,0,0","0,10,0","0,11,0","0,9,0","0,7,0","0,0,9","0,0,6","0,0,5","0,0,2",198.68333333333334
"2,0,0","1,0,0","0,0,0","3,0,0","0,9,0","0,9,0","0,10,0","0,6,0","0,0,8","0,0,5","0,0,4","0,0,2",198.7
"3,0,0","1,0,0","1,0,0","2,0,0","0,11,0","0,10,0","0,9,0","0,8,0","0,0,8","0,0,5","0,0,4","0,0,2",198.71666666666667
"3,0,0","1,0,0","0,0,0","2,0,0","0,12,0","0,11,0","0,10,0","0,9,0","0,0,9","0,0,6","0,0,4","0,0,2",198.73333333333332
"3,0,0","1,0,0","2,0,0","4,0,0","0,13,0","0,13,0","0,11,0","0,9,0","0,0,9","0,0,5","0,0,4","0,0,2",198.75
"4,0,0","1,0,0","2,0,0","3,0,0","0,12,0","0,11,0","0,9,0","0,9,0","0,0,8","0,0,5","0,0,4","0,0,2",198.76666666666668
"4,0,0","1,0,0","1,0,0","3,0,0","0,12,0","0,10,0","0,9,0","0,8,0","0,0,7","0,0,5","0,0,3","0,0,2",198.78333333333333
"3,0,0","1,0,0","1,0,0","4,0,0","0,12,0","0,11,0","0,9,0","0,7,0","0,0,7","0,0,5","0,0,3","0,0,2",198.8
"3,0,0","0,0,0","1,0,0","4,0,0","0,12,0","0,16,0","0,9,0","0,7,0","0,0,7","0,0,4","0,0,3","0,0,2",198.81666666666666
"2,0,0","0,0,0","1,0,0","5,0,0","0,12,0","0,14,0","0,8,0","0,7,0","0,0,8","0,0,4","0,0,2","0,0,2",198.83333333333334
"5,0,0","1,0,0","2,0,0","4,0,0","0,12,0","0,12,0","0,8,0","0,6,0","0,0,7","0,0,5","0,0,4","0,0,3",198.85
"10,0,0","2,0,0","1,0,0","3,0,0","0,11,0","0,11,0","0,11,0","0,8,0","0,0,8","0,0,6","0,0,5","0,0,4",198.86666666666667
"8,0,0","2,0,0","1,0,0","3,0,0","0,10,0","0,11,0","0,13,0","0,10,0","0,0,8","0,0,6","0,0,7","0,0,5",198.88333333333333
"7,0,0","1,0,0","1,0,0","3,0,0","0,9,0","0,9,0","0,14,0","0,9,0","0,0,8","0,0,6","0,0,7","0,0,5",198.9
"5,0,0","1,0,0","1,0,0","3,0,0","0,9,0","0,9,0","0,12,0","0,8,0","0,0,7","0,0,6","0,0,7","0,0,4",198.91666666666666
"5,0,0","1,0,0","1,0,0","2,0,0","0,9,0","0,8,0","0,10,0","0,7,0","0,0,7","0,0,6","0,0,6","0,0,4",198.93333333333334
"4,0,0","1,0,0","0,0,0","3,0,0","0,8,0","0,10,0","0,10,0","0,7,0","0,0,7","0,0,5","0,0,5","0,0,3",198.95
"4,0,0","1,0,0","0,0,0","2,0,0","0,8,0","0,8,0","0,9,0","0,7,0","0,0,6","0,0,5","0,0,5","0,0,3",198.96666666666667
"6,0,0","4,0,0","4,0,0","7,0,0","0,9,0","0,7,0","0,10,0","0,8,0","0,0,7","0,0,5","0,0,5","0,0,3",198.98333333333332
"4,0,0","3,0,0","4,0,0","9,0,0","0,10,0","0,8,0","0,12,0","0,8,0","0,0,7","0,0,5","0,0,4","0,0,2",199.0
"4,0,0","2,0,0","5,0,0","9,0,0","0,13,0","0,9,0","0,11,0","0,8,0","0,0,7","0,0,5","0,0,4","0,0,2",199.01666666666668
"3,0,0","2,0,0","4,0,0","7,0,0","0,14,0","0,8,0","0,10,0","0,8,0","0,0,8","0,0,4","0,0,4","0,0,2",199.03333333333333
"3,0,0","2,0,0","4,0,0","8,0,0","0,13,0","0,8,0","0,10,0","0,7,0","0,0,8","0,0,4","0,0,3","0,0,2",199.05
"2,0,0","1,0,0","3,0,0","6,0,0","0,14,0","0,10,0","0,9,0","0,6,0","0,0,8","0,0,4","0,0,3","0,0,2",199.06666666666666
"3,0,0","1,0,0","2,0,0","5,0,0","0,12,0","0,12,0","0,8,0","0,6,0","0,0,7","0,0,5","0,0,3","0,0,2",199.08333333333334
"5,0,0","2,0,0","4,0,0","7,0,0","0,13,0","0,12,0","0,10,0","0,7,0","0,0,6","0,0,4","0,0,3","0,0,2",199.1
"8,0,0","2,0,0","4,0,0","6,0,0","0,13,0","0,13,0","0,8,0","0,8,0","0,0,6","0,0,4","0,0,4","0,0,2",199.11666666666667
"7,0,0","2,0,0","3,0,0","7,0,0","0,12,0","0,14,0","0,8,0","0,9,0","0,0,7","0,0,4","0,0,4","0,0,3",199.13333333333333
"6,0,0","1,0,0","5,0,0","7,0,0","0,10,0","0,14,0","0,8,0","0,8,0","0,0,7","0,0,5","0,0,5","0,0,3",199.15
"5,0,0","1,0,0","4,0,0","7,0,0","0,9,0","0,13,0","0,8,0","0,11,0","0,0,8","0,0,6","0,0,5","0,0,3",199.16666666666666
"5,0,0","1,0,0","3,0,0","6,0,0","0,8,0","0,16,0","0,9,0","0,10,0","0,0,8","0,0,7","0,0,5","0,0,4",199.18333333333334
"4,0,0","1,0,0","3,0,0","4,0,0","0,7,0","0,17,0","0,8,0","0,10,0","0,0,8","0,0,7","0,0,5","0,0,4",199.2
"4,0,0","1,0,0","2,0,0","3,0,0","0,7,0","0,15,0","0,10,0","0,10,0","0,0,9","0,0,8","0,0,6","0,0,5",199.21666666666667
"6,0,0","3,0,0","2,0,0","3,0,0","0,8,0","0,18,0","0,13,0","0,11,0","0,0,12","0,0,10","0,0,9","0,0,7",199.23333333333332
"7,0,0","2,0,0","2,0,0","2,0,0","0,11,0","0,20,0","0,18,0","0,10,0","0,0,13","0,0,11","0,0,11","0,0,9",199.25
"7,0,0","2,0,0","1,0,0","2,0,0","0,11,0","0,18,0","0,16,0","0,11,0","0,0,11","0,0,10","0,0,11","0,0,10",199.26666666666668
"5,0,0","2,0,0","1,0,0","2,0,0","0,10,0","0,21,0","0,17,0","0,13,0","0,0,11","0,0,10","0,0,12","0,0,10",199.28333333333333
"4,0,0","1,0,0","1,0,0","1,0,0","0,10,0","0,18,0","0,19,0","0,11,0","0,0,11","0,0,9","0,0,12","0,0,10",199.3
"4,0,0","1,0,0","0,0,0","1,0,0","0,11,0","0,16,0","0,17,0","0,10,0","0,0,10","0,0,10","0,0,11","0,0,9",199.31666666666666
"4,0,0","1,0,0","0,0,0","1,0,0","0,10,0","0,13,0","0,16,0","0,9,0","0,0,9","0,0,8","0,0,10","0,0,8",199.33333333333334
"5,0,0","1,0,0","1,0,0","1,0,0","0,9,0","0,13,0","0,21,0","0,10,0","0,0,9","0,0,8","0,0,10","0,0,7",199.35
"4,0,0","1,0,0","1,0,0","4,0,0","0,11,0","0,21,0","0,18,0","0,16,0","0,0,10","0,0,10","0,0,10","0,0,8",199.36666666666667
"4,0,0","1,0,0","1,0,0","5,0,0","0,11,0","0,22,0","0,18,0","0,16,0","0,0,10","0,0,11","0,0,11","0,0,8",199.38333333333333
"3,0,0","1,0,0","1,0,0","4,0,0","0,10,0","0,20,0","0,18,0","0,14,0","0,0,13","0,0,12","0,0,10","0,0,8",199.4
"3,0,0","0,0,0","0,0,0","3,0,0","0,9,0","0,18,0","0,16,0","0,12,0","0,0,12","0,0,11","0,0,10","0,0,7",199.41666666666666
"3,0,0","0,0,0","0,0,0","3,0,0","0,9,0","0,17,0","0,17,0","0,11,0","0,0,12","0,0,11","0,0,9","0,0,7",199.43333333333334
